latitude,longitude,prr_percent,dli_avg,drr_percent,baseline_power_mwh,achieved_power_mwh,power_ratio_percent
42.17,-78.86,92.52491586988285,19.99999980000004,99.9999990000002,8939.79959771795,8271.542056724658,92.52491586988285
42.09,-78.86,92.00555569450053,19.999999800000044,99.99999900000022,8790.79558920646,8088.020331817046,92.00555569450053
42.01,-78.86,92.70943243484776,19.99999980000004,99.9999990000002,8892.810898891941,8244.474511867,92.70943243484776
43.53,-78.78,92.01920317727149,19.999999800000317,99.99999900000158,8927.129656178045,8214.673576216934,92.01920317727149
43.45,-78.78,91.70509506711295,19.99999980000011,99.99999900000056,8895.95195117855,8158.041193952979,91.70509506711295
43.37,-78.78,90.62302826393793,19.999999800000165,99.99999900000083,8857.83259891855,8027.236139690264,90.62302826393793
43.29,-78.78,91.8527390424175,19.999999800000285,99.99999900000142,8925.573498193377,8198.383733334736,91.8527390424175
43.17,-78.78,91.17727422233098,19.99999980000009,99.99999900000046,8889.361987250206,8105.077955730771,91.17727422233098
43.09,-78.78,91.5934185762601,19.999999800000097,99.99999900000049,8901.507603581214,8153.195118945762,91.5934185762601
43.01,-78.78,90.24521698826793,19.999999800000094,99.99999900000047,8768.124403118602,7912.812893395654,90.24521698826793
42.89,-78.78,89.80382231881636,19.999999800000023,99.99999900000012,8704.61257564461,7817.074810973231,89.80382231881636
42.81,-78.78,90.03389754801864,19.999999800000616,99.99999900000309,8721.534993694533,7852.33788083753,90.03389754801864
42.73,-78.78,91.13407184979417,19.999999800000644,99.99999900000323,8796.03337539767,8016.183376266788,91.13407184979417
42.65,-78.78,90.7412931637451,19.999999800000044,99.99999900000022,8799.915577423675,7985.15719227209,90.7412931637451
42.53,-78.78,91.70144284686066,19.999999800000225,99.99999900000113,8830.63260753522,8097.817513615152,91.70144284686066
42.45,-78.78,91.66271160129715,19.99999980000005,99.99999900000024,8774.645555553789,8043.078049623308,91.66271160129715
42.37,-78.78,93.48174799156087,19.999999800000047,99.99999900000024,8951.267403559303,8367.801236246041,93.48174799156087
42.29,-78.78,92.86218659965067,19.999999800000033,99.99999900000016,8966.6876777279,8326.662243099565,92.86218659965067
42.17,-78.78,93.28530744477015,19.99999980000012,99.9999990000006,8922.763133492124,8323.627021646736,93.28530744477015
42.09,-78.78,91.62550855581144,19.99999980000006,99.9999990000003,8831.02909875661,8091.475322447433,91.62550855581144
42.01,-78.78,91.55091343901569,19.999999800000065,99.99999900000033,8818.17082997396,8073.115943453993,91.55091343901569
43.65,-78.7,91.63463940735265,19.999999800000207,99.99999900000104,8924.199628455708,8177.658149527693,91.63463940735265
43.53,-78.7,91.83930213809023,19.99999980000009,99.99999900000046,8904.271964969605,8177.621233105699,91.83930213809023
43.45,-78.7,91.2748281158065,19.99999980000014,99.9999990000007,8852.95644464819,8080.520778019851,91.2748281158065
43.37,-78.7,89.87641597661943,19.99999980000031,99.99999900000155,8867.863725700623,7970.118090350434,89.87641597661943
43.29,-78.7,90.51853747567058,19.99999980000003,99.99999900000014,8884.354752653751,8041.987986252407,90.51853747567058
43.17,-78.7,90.86174834372042,19.999999800000058,99.9999990000003,8899.103606660039,8085.881123930393,90.86174834372042
43.09,-78.7,91.05034261404316,19.999999800000058,99.9999990000003,8849.086175209291,8057.123280739988,91.05034261404316
43.01,-78.7,90.72334650671368,19.999999800000058,99.9999990000003,8801.349657825791,7984.87894733675,90.72334650671368
42.89,-78.7,89.61533485238634,19.999999800000065,99.99999900000033,8702.300923896408,7798.596112812076,89.61533485238634
42.81,-78.7,89.91076889117043,19.999999800000246,99.99999900000122,8731.904251317057,7850.922251199964,89.91076889117043
42.73,-78.7,90.3650741416502,19.999999800000246,99.99999900000122,8790.066955506523,7943.150521444163,90.3650741416502
42.65,-78.7,90.08058809196797,19.99999980000009,99.99999900000046,8738.815466038639,7871.976364079456,90.08058809196797
42.53,-78.7,92.15112005800653,19.999999800000904,99.99999900000451,8872.494619102203,8176.103168589041,92.15112005800653
42.45,-78.7,91.86413004596277,19.999999800000058,99.9999990000003,8814.986950167513,8097.811075436531,91.86413004596277
42.37,-78.7,92.05161860662916,19.999999800000058,99.9999990000003,8902.35642870121,8194.76318675077,92.05161860662916
42.29,-78.7,93.50351386711044,19.99999980000007,99.99999900000034,8990.626541750158,8406.55173520547,93.50351386711044
42.17,-78.7,92.38140890098943,19.999999800000083,99.99999900000041,8858.198383801227,8183.328470200248,92.38140890098943
42.09,-78.7,92.2658829592497,19.99999980000021,99.99999900000105,8856.841798883153,8171.843288043437,92.2658829592497
42.01,-78.7,92.61368583760566,19.999999800000015,99.99999900000007,8923.438501823903,8264.325299991135,92.61368583760566
43.65,-78.58,91.9858668412629,19.99999980000028,99.9999990000014,8946.825391979399,8229.814891586468,91.9858668412629
43.53,-78.58,91.58145362593808,19.999999800000133,99.99999900000066,8880.743589833799,8133.11407236211,91.58145362593808
43.45,-78.58,90.85186893766219,19.999999800000122,99.9999990000006,8786.507676594036,7982.70643853684,90.85186893766219
43.37,-78.58,89.46309988060956,19.999999800000232,99.99999900000117,8798.656753585006,7871.551079611753,89.46309988060956
43.29,-78.58,89.36788269396408,19.999999800000086,99.99999900000043,8801.724358503508,7865.914699753476,89.36788269396408
43.17,-78.58,90.98142517075128,19.999999800000044,99.99999900000022,8904.028949984433,8101.012436312117,90.98142517075128
43.09,-78.58,90.83197108370416,19.999999800000268,99.99999900000134,8843.455633382797,8032.68506371447,90.83197108370416
43.01,-78.58,91.30444090366281,19.999999800000115,99.99999900000057,8831.615309437146,8063.656981043876,91.30444090366281
42.89,-78.58,90.1132914654233,19.999999800000108,99.99999900000054,8737.387361869394,7873.547339864427,90.1132914654233
42.81,-78.58,90.58847771340098,19.999999800000314,99.99999900000157,8755.888322003682,7931.825941188585,90.58847771340098
42.73,-78.58,90.72533008720531,19.99999980000022,99.99999900000111,8822.612588742164,8004.344393451658,90.72533008720531
42.65,-78.58,92.03270147999825,19.999999800000055,99.99999900000027,8904.277327300182,8194.846971585343,92.03270147999825
42.53,-78.58,91.6621731554355,19.999999800000033,99.99999900000016,8853.786228215607,8115.572863319091,91.6621731554355
42.45,-78.58,92.27469461257203,19.99999980000028,99.9999990000014,8925.82971875082,8236.282114615517,92.27469461257203
42.37,-78.58,93.6012107248411,19.999999800000136,99.99999900000068,9021.046770815534,8443.80899753752,93.6012107248411
42.29,-78.58,92.95148485919852,19.999999800000143,99.99999900000071,8944.854056276554,8314.374663797305,92.95148485919852
42.17,-78.58,93.07616597585961,19.999999800000072,99.99999900000036,8915.67384691459,8298.36738762053,93.07616597585961
42.09,-78.58,93.03323454762489,19.999999800000325,99.99999900000162,8870.268610889443,8252.297801773122,93.03323454762489
42.01,-78.58,92.76076720509766,19.99999980000008,99.9999990000004,8888.592253708299,8245.1263682727,92.76076720509766
43.65,-78.5,92.21486981541355,19.99999980000012,99.9999990000006,8959.35308793213,8261.855786339847,92.21486981541355
43.53,-78.5,91.55231282834373,19.999999800000342,99.99999900000172,8874.422614888745,8124.739154092225,91.55231282834373
43.45,-78.5,90.67324880415984,19.99999980000021,99.99999900000105,8772.979154012315,7954.745215854664,90.67324880415984
43.37,-78.5,89.61845161428134,19.999999800000158,99.99999900000078,8794.231056721881,7881.253704416403,89.61845161428134
43.29,-78.5,92.01567091065866,19.99999980000011,99.99999900000056,8970.352231732728,8254.129789078112,92.01567091065866
43.17,-78.5,91.15045020367276,19.999999800000214,99.99999900000107,8902.211450381645,8114.405815105776,91.15045020367276
43.09,-78.5,91.37598853549015,19.99999980000008,99.9999990000004,8902.682019216805,8134.91370123069,91.37598853549015
43.01,-78.5,90.84248798885652,19.999999800000047,99.99999900000024,8813.680932867617,8006.567042816402,90.84248798885652
42.89,-78.5,90.51268446557002,19.99999980000054,99.9999990000027,8786.281321591443,7952.699088869377,90.51268446557002
42.81,-78.5,90.38144075254809,19.99999980000007,99.99999900000034,8785.811293374327,7940.742828751797,90.38144075254809
42.73,-78.5,90.51911266288016,19.99999980000009,99.99999900000046,8783.85520145058,7951.067785945311,90.51911266288016
42.65,-78.5,92.32976991134446,19.999999800000264,99.99999900000131,8926.205299548325,8241.544814887204,92.32976991134446
42.53,-78.5,93.02002643198314,19.999999800000158,99.99999900000078,8924.434800988727,8301.511610784815,93.02002643198314
42.45,-78.5,93.99440388242358,19.999999800000104,99.99999900000051,9004.019204064694,8463.27417631955,93.99440388242358
42.37,-78.5,94.01069782034777,19.999999800000033,99.99999900000016,9027.745090943949,8487.046157438595,94.01069782034777
42.29,-78.5,93.91446328202377,19.999999800000076,99.99999900000039,9028.703975483646,8479.258879898209,93.91446328202377
42.17,-78.5,93.74057503449974,19.999999800000086,99.99999900000043,8915.856098368911,8357.77477585953,93.74057503449974
42.09,-78.5,93.50282366137864,19.99999980000014,99.9999990000007,8862.89778769324,8287.05968971504,93.50282366137864
42.01,-78.5,92.99611020395372,19.999999800000083,99.99999900000041,8947.44707601823,8320.777743254348,92.99611020395372
43.65,-78.42,92.12357136062658,19.99999980000015,99.99999900000076,8949.369067374571,8244.478399108655,92.12357136062658
43.53,-78.42,91.52072094244991,19.999999800000296,99.99999900000148,8892.726531139062,8138.687432738988,91.52072094244991
43.45,-78.42,90.27133196418443,19.999999800000158,99.99999900000078,8750.62325675784,7899.304169042997,90.27133196418443
43.37,-78.42,90.77174058766452,19.99999980000014,99.9999990000007,8846.384986843845,8030.017631643996,90.77174058766452
43.29,-78.42,91.85237326982141,19.99999980000009,99.99999900000046,8956.268225630722,8226.544921652741,91.85237326982141
43.17,-78.42,90.86981888335647,19.999999800000065,99.99999900000033,8868.110951183433,8058.436359715488,90.86981888335647
43.09,-78.42,91.41256660516042,19.999999800000207,99.99999900000104,8892.947150447411,8129.271237064455,91.41256660516042
43.01,-78.42,91.45876478308037,19.999999800000065,99.99999900000033,8880.858708204698,8122.323676654645,91.45876478308037
42.89,-78.42,90.67879140678563,19.999999800000143,99.99999900000071,8836.880177374213,8013.17614290875,90.67879140678563
42.81,-78.42,90.37349492336094,19.9999998000002,99.99999900000101,8804.580331234774,7957.006958671694,90.37349492336094
42.73,-78.42,91.30594761148834,19.999999800000197,99.99999900000098,8858.518338680173,8088.354113469405,91.30594761148834
42.65,-78.42,92.63797985722235,19.999999800000044,99.99999900000022,8935.47195926336,8277.64071377014,92.63797985722235
42.53,-78.42,92.95630094496478,19.999999799999966,99.99999899999983,8959.780748981015,8328.68075703181,92.95630094496478
42.45,-78.42,94.22516465071055,19.99999980000011,99.99999900000056,9022.454643052293,8501.422742951701,94.22516465071055
42.37,-78.42,93.60617851051178,19.999999800000044,99.99999900000022,8977.76766460844,8403.745226392382,93.60617851051178
42.29,-78.42,94.33796707077218,19.99999980000006,99.9999990000003,9024.407291976971,8513.442379437598,94.33796707077218
42.17,-78.42,93.58280434838551,19.99999980000042,99.9999990000021,8916.649590713714,8344.450740908733,93.58280434838551
42.09,-78.42,93.0899044820214,19.999999800000168,99.99999900000084,8848.97522504999,8237.502584636773,93.0899044820214
42.01,-78.42,93.83731204160468,19.99999980000025,99.99999900000125,8958.69381824926,8406.597473082506,93.83731204160468
43.65,-78.3,91.70069863936794,19.999999800000243,99.99999900000121,8933.27432830946,8191.874970431078,91.70069863936794
43.53,-78.3,90.9877544780324,19.99999980000012,99.9999990000006,8866.382957557205,8067.322756504257,90.9877544780324
43.45,-78.3,89.63792856195096,19.99999980000007,99.99999900000034,8730.394486861665,7825.744773309564,89.63792856195096
43.37,-78.3,89.52182375517408,19.99999980000005,99.99999900000024,8761.747548252424,7843.676198019821,89.52182375517408
43.29,-78.3,88.73613823765946,19.999999800000193,99.99999900000095,8755.676139260657,7769.4488825761,88.73613823765946
43.17,-78.3,90.63718439777337,19.99999980000011,99.99999900000056,8836.240972748874,8008.9200243020005,90.63718439777337
43.09,-78.3,91.37015005859188,19.999999800000065,99.99999900000033,8858.549845893425,8094.070287207981,91.37015005859188
43.01,-78.3,91.80705790048054,19.99999980000008,99.9999990000004,8898.051731910384,8169.039505529678,91.80705790048054
42.89,-78.3,91.91294973705163,19.99999980000008,99.9999990000004,8933.320848875848,8210.878701676813,91.91294973705163
42.81,-78.3,91.36157359141053,19.99999980000008,99.9999990000004,8873.449997982803,8106.923550004076,91.36157359141053
42.73,-78.3,91.14476390938074,19.999999800000225,99.99999900000113,8835.337927018705,8052.947894177174,91.14476390938074
42.65,-78.3,92.40987992099784,19.99999980000011,99.99999900000056,8968.47386079897,8287.755925510406,92.40987992099784
42.53,-78.3,92.81226623672374,19.999999800000065,99.99999900000033,8965.195727998458,8320.801327713314,92.81226623672374
42.45,-78.3,94.39670899310637,19.99999980000015,99.99999900000076,9067.972111818952,8559.86724596978,94.39670899310637
42.37,-78.3,94.3577456329625,19.999999800000026,99.99999900000013,8998.770234113064,8491.03672759915,94.3577456329625
42.29,-78.3,95.14347432791293,19.999999800000097,99.99999900000049,9068.944324678489,8628.508715363194,95.14347432791293
42.17,-78.3,93.543856967816,19.99999979999996,99.99999899999979,8951.060698996345,8373.167417371533,93.543856967816
42.09,-78.3,92.9893667195756,19.999999799999966,99.99999899999983,8887.766834178377,8264.678094614947,92.9893667195756
42.01,-78.3,93.80231653112678,19.99999980000021,99.99999900000105,8909.535824975597,8357.350995997747,93.80231653112678
43.65,-78.22,91.34048148145447,19.999999800000086,99.99999900000043,8901.15968841079,8130.362116827548,91.34048148145447
43.53,-78.22,90.82404865878969,19.99999980000027,99.99999900000137,8858.54364038716,8045.687986405355,90.82404865878969
43.45,-78.22,89.22691737528362,19.999999800000076,99.99999900000039,8706.859259658459,7768.862117597684,89.22691737528362
43.37,-78.22,87.36674872009905,19.999999800000133,99.99999900000066,8662.998113689426,7568.5797936139625,87.36674872009905
43.29,-78.22,87.93553630665278,19.99999980000005,99.99999900000024,8687.275661926426,7639.202443752323,87.93553630665278
43.17,-78.22,90.45756643379535,19.999999800000182,99.99999900000091,8797.934915170597,7958.39782069252,90.45756643379535
43.09,-78.22,91.87508221421916,19.99999980000024,99.9999990000012,8890.050622941944,8167.7413187136135,91.87508221421916
43.01,-78.22,91.26945653201487,19.999999800000232,99.99999900000117,8837.463212350376,8065.904645128931,91.26945653201487
42.89,-78.22,91.9545847961748,19.99999980000011,99.99999900000056,8935.83163521561,8216.906878247752,91.9545847961748
42.81,-78.22,91.92999191839016,19.999999800000076,99.99999900000039,8994.740789719941,8268.864481069684,91.92999191839016
42.73,-78.22,92.72037365762723,19.999999800000243,99.99999900000121,8989.19888718388,8334.818797024162,92.72037365762723
42.65,-78.22,93.63014864809993,19.99999980000004,99.9999990000002,9043.126271853875,8467.09257077216,93.63014864809993
42.53,-78.22,94.69597633337148,19.999999800000257,99.99999900000128,9107.830951590946,8624.749442402044,94.69597633337148
42.45,-78.22,95.42790509245347,19.999999799999998,99.99999899999999,9152.254953404023,8733.805170753762,95.42790509245347
42.37,-78.22,94.43349868995286,19.999999800000065,99.99999900000033,9052.049403312743,8548.166954691225,94.43349868995286
42.29,-78.22,94.14324956369819,19.999999800000438,99.99999900000219,8991.01353047589,8464.43230630179,94.14324956369819
42.17,-78.22,93.59753672928218,19.999999800000086,99.99999900000043,8967.924554928873,8393.756479153868,93.59753672928218
42.09,-78.22,93.41920611071035,19.999999800000232,99.99999900000117,8951.145788633763,8362.089333553944,93.41920611071035
42.01,-78.22,93.21576611584639,19.999999800000065,99.99999900000033,8896.44416604508,8292.888586447443,93.21576611584639
43.65,-78.14,91.3122197951936,19.999999800000214,99.99999900000107,8893.618251742619,8120.960245776675,91.3122197951936
43.53,-78.14,90.50378065257017,19.999999800000072,99.99999900000036,8836.34987909567,7997.230712270393,90.50378065257017
43.45,-78.14,88.99025193353484,19.999999799999998,99.99999899999999,8699.196280080418,7741.436685836254,88.99025193353484
43.37,-78.14,87.78366647459309,19.999999800000165,99.99999900000083,8716.865533030592,7651.984166554336,87.78366647459309
